model,subject,log_evidence,nll,parameters,transformed_parameters
random,10,164.032878300607,-164.032878300607,0.455288912226315,0.611895981889542
random,11,178.791460892907,-178.791460892907,-0.305320356554568,0.424257395787695
random,13,134.810733708123,-134.810733708123,-0.41495848223825,0.397723768216035
random,14,185.9659909184,-185.9659909184,-0.445204755133412,0.390501481494644
random,15,156.344266003111,-156.344266003111,0.462371052744408,0.613576504809588
random,16,178.73199444264,-178.73199444264,0.251740312704993,0.562604804703738
random,17,178.278654289571,-178.278654289571,-0.271657899901324,0.432500128387286
random,18,185.246167021761,-185.246167021761,0.08494160342619,0.521222642142735
random,19,170.708742692462,-170.708742692462,-0.423931076876676,0.395576461686144
random,20,202.585969794536,-202.585969794536,0.146543576978431,0.536570471689424
random,21,104.548946372945,-104.548946372945,0.315982568198844,0.578344862438712
random,22,150.555703185782,-150.555703185782,-0.0593847428940544,0.485158175720238
random,23,209.558240637906,-209.558240637906,0.322069999214154,0.579828643817894
random,24,174.562153781136,-174.562153781136,-0.328778087172737,0.418537963039847
random,25,175.87913352273,-175.87913352273,0.813582511566261,0.692872389940489
random,26,185.443021065508,-185.443021065508,0.233190949739164,0.558034989822137
random,27,173.318806398815,-173.318806398815,0.352576839237421,0.587242315933066
random,28,155.685947899024,-155.685947899024,-0.142060863878928,0.464544392305892
random,29,217.910408771664,-217.910408771664,-0.186631792038533,0.453477012162169
random,30,141.357589417938,-141.357589417938,0.0657285884263837,0.516426233749652
random,31,204.774826535443,-204.774826535443,-0.0675479662218261,0.483119426411618
random,32,213.811676404073,-213.811676404073,0.500623311516771,0.622605800537361
random,33,128.925125645178,-128.925125645178,0.370548149514084,0.591591424037301
random,36,148.801970489935,-148.801970489935,0.252746274341239,0.562852336775462
random,37,164.366145910564,-164.366145910564,-0.188528574210872,0.45300696361229
random,38,157.196908176624,-157.196908176624,0.414386104816406,0.602139116718022
random,39,100.969801078022,-100.969801078022,0.719645381521635,0.672528922881858
random,41,163.846061130614,-163.846061130614,0.142142776980218,0.535475982937275
random,42,142.81211943157,-142.81211943157,-0.0302397924544923,0.492440627930127
random,43,148.415331709374,-148.415331709374,-0.134179703458917,0.466505312796006
random,44,132.484641468023,-132.484641468023,0.317607756332951,0.578741133659088
rw,6,176.454353589979,-176.454353589979,-0.464425516693259,0.38593649481986
rw,7,142.668283425047,-142.668283425047,-0.233097683116157,0.441988012830519
rw,8,172.542822733235,-172.542822733235,0.80172752009935,0.690343893100556
rw,9,171.034025439835,-171.034025439835,0.643791313993021,0.655609988747725
rw,10,160.905294680585,-160.905294680585,-0.496501193398582,0.378363252944256
rw,11,201.587640533712,-201.587640533712,-0.167619648004633,0.458192927691189
rw,13,141.233305251734,-141.233305251734,-0.87281150091219,0.2946696240944
rw,14,178.912597351427,-178.912597351427,-1.13198924676156,0.243794179319034
rw,15,156.283284644002,-156.283284644002,0.108305969574885,0.527050055719657
rw,16,177.268786078792,-177.268786078792,0.221999357821474,0.555273020714897
rw,17,181.421139552564,-181.421139552564,-1.03840069586102,0.261458698585719
rw,18,187.412227646568,-187.412227646568,2.06903050670846,0.887856467846584
rw,19,164.183981387071,-164.183981387071,-0.714437396520715,0.328619080211193
rw,20,202.414692057506,-202.414692057506,0.707756820410585,0.669905309793641
rw,21,102.084745292392,-102.084745292392,0.0337760516081395,0.508443210234202
rw,22,161.517089941102,-161.517089941102,-0.229430036681272,0.442892772865486
rw,23,209.608224757987,-209.608224757987,1.14861607330313,0.759258046309358
rw,24,175.706903443163,-175.706903443163,0.17047339268684,0.542515435621868
rw,25,185.352746722075,-185.352746722075,0.29286062514176,0.572696316646065
rw,26,188.084687606852,-188.084687606852,-0.237823958205305,0.440822671503498
rw,27,176.541818768861,-176.541818768861,-1.27658042716061,0.218132872716416
rw,28,160.532818138899,-160.532818138899,-0.179957983767694,0.455131527078619
rw,29,222.752824618912,-222.752824618912,0.249816623245357,0.562131365101999
rw,30,143.019737177392,-143.019737177392,-0.718666087503928,0.327686787160737
rw,31,200.931128083299,-200.931128083299,0.373781607394015,0.592372431083654
rw,32,210.869257903122,-210.869257903122,0.0779247077620567,0.519471325025057
rw,33,112.602905135845,-112.602905135845,0.325278133218505,0.580610032339978
rw,36,142.267935257212,-142.267935257212,-0.178825827450984,0.455412301156305
rw,37,164.869287478602,-164.869287478602,-0.624562225125823,0.348744556962529
rw,38,163.99608411772,-163.99608411772,-1.00403104726928,0.268149607946996
rw,39,100.070576571303,-100.070576571303,0.350865492849867,0.586827442932879
rw,41,158.40783947092,-158.40783947092,-0.724608954425874,0.326378868307167
rw,42,116.140078977969,-116.140078977969,-0.301882357172525,0.425097389939473
rw,43,150.786709518828,-150.786709518828,2.76768401878982,0.940904341614844
rw,44,144.568912046067,-144.568912046067,-0.484950954339542,0.381083712988684
